Size,Algo,Trial,Stampms,GB/s,Iters,uncR,uncW
1414764,alt01,15,0.05,30.3,2,0.28,0.25
1414764,alt01,16,0.05,26.0,2,0.36,0.30
1556240,fill0,0,0.04,41.5,2,0.10,0.07
1556240,fill0,1,0.04,42.0,2,0.15,0.13
1556240,fill0,2,0.04,40.1,2,0.21,0.18
1556240,fill0,3,0.04,39.3,2,0.23,0.19
1556240,fill0,4,0.04,39.2,2,0.23,0.18
1556240,fill0,5,0.04,39.8,2,0.26,0.17
1556240,fill0,6,0.04,39.0,2,0.32,0.17
1556240,fill0,7,0.04,41.5,2,0.12,0.07
1556240,fill0,8,0.04,41.8,2,0.10,0.07
1556240,fill0,9,0.04,41.7,2,0.07,0.07
1556240,fill0,10,0.04,40.7,2,0.02,0.05
1556240,fill0,11,0.04,42.4,2,0.00,0.00
1556240,fill0,12,0.05,29.2,2,0.00,0.00
1556240,fill0,13,0.06,25.1,2,0.01,0.00
1556240,fill0,14,0.04,43.2,2,0.00,0.00
1556240,fill0,15,0.04,42.7,2,0.00,0.00
1556240,fill0,16,0.04,42.9,2,0.00,0.00
1556240,fill1,0,0.04,39.3,2,0.00,0.00
1556240,fill1,1,0.04,38.6,2,0.00,0.00
1556240,fill1,2,0.04,39.1,2,0.00,0.00
1556240,fill1,3,0.04,39.1,2,0.00,0.00
1556240,fill1,4,0.04,38.6,2,0.00,0.00
1556240,fill1,5,0.04,38.7,2,0.00,0.00
1556240,fill1,6,0.05,30.8,2,0.00,0.00
1556240,fill1,7,0.04,37.6,2,0.00,0.00
1556240,fill1,8,0.06,27.6,2,0.00,0.00
1556240,fill1,9,0.04,40.1,2,0.00,0.00
1556240,fill1,10,0.04,40.1,2,0.00,0.00
1556240,fill1,11,0.04,40.8,2,0.00,0.00
1556240,fill1,12,0.04,41.0,2,0.00,0.00
1556240,fill1,13,0.04,40.8,2,0.00,0.00
1556240,fill1,14,0.04,40.0,2,0.00,0.00
1556240,fill1,15,0.04,40.6,2,0.00,0.00
1556240,fill1,16,0.04,40.9,2,0.00,0.00
1556240,alt01,0,0.04,43.3,2,0.00,0.00
1556240,alt01,1,0.04,43.6,2,0.00,0.00
1556240,alt01,2,0.04,43.5,2,0.00,0.00
1556240,alt01,3,0.04,43.5,2,0.00,0.00
1556240,alt01,4,0.04,43.4,2,0.00,0.00
1556240,alt01,5,0.04,43.5,2,0.00,0.00
1556240,alt01,6,0.04,43.4,2,0.00,0.00
1556240,alt01,7,0.04,43.5,2,0.00,0.00
1556240,alt01,8,0.04,43.6,2,0.00,0.00
1556240,alt01,9,0.04,43.6,2,0.00,0.00
1556240,alt01,10,0.04,43.4,2,0.00,0.00
1556240,alt01,11,0.04,43.5,2,0.00,0.00
1556240,alt01,12,0.04,43.5,2,0.00,0.00
1556240,alt01,13,0.04,43.6,2,0.00,0.00
1556240,alt01,14,0.04,43.6,2,0.00,0.00
1556240,alt01,15,0.04,43.3,2,0.00,0.00
1556240,alt01,16,0.04,43.6,2,0.00,0.00
1711864,fill0,0,0.04,43.3,2,0.00,0.00
1711864,fill0,1,0.04,42.0,2,0.00,0.00
1711864,fill0,2,0.04,42.7,2,0.00,0.00
1711864,fill0,3,0.04,42.3,2,0.00,0.00
1711864,fill0,4,0.04,42.2,2,0.00,0.00
1711864,fill0,5,0.04,42.5,2,0.00,0.00
1711864,fill0,6,0.04,43.0,2,0.00,0.00
1711864,fill0,7,0.04,42.6,2,0.00,0.00
1711864,fill0,8,0.04,43.1,2,0.00,0.00
1711864,fill0,9,0.04,43.0,2,0.00,0.00
1711864,fill0,10,0.04,43.6,2,0.00,0.00
1711864,fill0,11,0.04,42.5,2,0.00,0.00
1711864,fill0,12,0.04,43.3,2,0.00,0.00
1711864,fill0,13,0.04,42.0,2,0.00,0.00
1711864,fill0,14,0.04,41.9,2,0.00,0.00
1711864,fill0,15,0.04,43.3,2,0.00,0.00
1711864,fill0,16,0.04,43.2,2,0.00,0.00
1711864,fill1,0,0.04,40.1,2,0.00,0.00
1711864,fill1,1,0.04,40.7,2,0.00,0.00
1711864,fill1,2,0.04,41.1,2,0.00,0.00
1711864,fill1,3,0.04,40.8,2,0.00,0.00
1711864,fill1,4,0.04,40.1,2,0.00,0.00
1711864,fill1,5,0.04,40.6,2,0.00,0.00
1711864,fill1,6,0.04,40.1,2,0.00,0.00
1711864,fill1,7,0.04,40.5,2,0.00,0.00
1711864,fill1,8,0.04,40.5,2,0.00,0.00
1711864,fill1,9,0.04,40.5,2,0.00,0.00
1711864,fill1,10,0.04,40.9,2,0.00,0.00
1711864,fill1,11,0.04,41.0,2,0.00,0.00
1711864,fill1,12,0.04,39.2,2,0.00,0.00
1711864,fill1,13,0.04,40.0,2,0.00,0.00
1711864,fill1,14,0.04,40.3,2,0.00,0.00
1711864,fill1,15,0.04,41.1,2,0.00,0.00
1711864,fill1,16,0.04,39.7,2,0.00,0.00
1711864,alt01,0,0.10,16.6,2,0.01,0.00
1711864,alt01,1,0.04,43.6,2,0.01,0.00
1711864,alt01,2,0.04,43.7,2,0.00,0.00
1711864,alt01,3,0.04,43.6,2,0.00,0.00
1711864,alt01,4,0.04,43.6,2,0.00,0.00
1711864,alt01,5,0.04,43.6,2,0.00,0.00
1711864,alt01,6,0.04,43.7,2,0.00,0.00
1711864,alt01,7,0.04,43.7,2,0.00,0.00
1711864,alt01,8,0.04,43.5,2,0.00,0.00
1711864,alt01,9,0.04,43.6,2,0.00,0.00
1711864,alt01,10,0.04,43.6,2,0.00,0.00
1711864,alt01,11,0.04,43.7,2,0.00,0.00
1711864,alt01,12,0.04,43.6,2,0.00,0.00
1711864,alt01,13,0.04,43.5,2,0.00,0.00
1711864,alt01,14,0.04,43.7,2,0.00,0.00
1711864,alt01,15,0.04,43.7,2,0.00,0.00
1711864,alt01,16,0.04,43.6,2,0.00,0.00
1883052,fill0,0,0.04,43.1,2,0.00,0.00
1883052,fill0,1,0.04,43.0,2,0.00,0.00
1883052,fill0,2,0.04,43.1,2,0.00,0.00
1883052,fill0,3,0.04,42.4,2,0.00,0.00
1883052,fill0,4,0.05,41.3,2,0.00,0.00
1883052,fill0,5,0.04,42.7,2,0.00,0.00
1883052,fill0,6,0.04,42.8,2,0.00,0.00
1883052,fill0,7,0.04,43.5,2,0.00,0.00
1883052,fill0,8,0.04,43.4,2,0.00,0.00
1883052,fill0,9,0.04,42.9,2,0.00,0.00
1883052,fill0,10,0.04,43.5,2,0.00,0.00
1883052,fill0,11,0.04,42.5,2,0.00,0.00
1883052,fill0,12,0.04,42.5,2,0.00,0.00
1883052,fill0,13,0.04,42.1,2,0.00,0.00
1883052,fill0,14,0.04,42.1,2,0.00,0.00
1883052,fill0,15,0.04,43.1,2,0.00,0.00
1883052,fill0,16,0.05,41.3,2,0.00,0.00
1883052,fill1,0,0.05,40.2,2,0.00,0.00
1883052,fill1,1,0.05,40.8,2,0.00,0.00
1883052,fill1,2,0.05,40.9,2,0.00,0.00
1883052,fill1,3,0.05,40.6,2,0.00,0.00
1883052,fill1,4,0.05,40.5,2,0.00,0.00
1883052,fill1,5,0.05,41.0,2,0.01,0.00
1883052,fill1,6,0.05,40.5,2,0.00,0.00
1883052,fill1,7,0.05,41.0,2,0.00,0.00
1883052,fill1,8,0.05,41.0,2,0.00,0.00
1883052,fill1,9,0.05,40.3,2,0.00,0.00
1883052,fill1,10,0.05,40.9,2,0.00,0.00
1883052,fill1,11,0.05,41.0,2,0.00,0.00
1883052,fill1,12,0.05,40.6,2,0.00,0.00
1883052,fill1,13,0.05,40.8,2,0.00,0.00
1883052,fill1,14,0.05,41.1,2,0.00,0.00
1883052,fill1,15,0.05,40.6,2,0.00,0.00
1883052,fill1,16,0.05,40.3,2,0.00,0.00
1883052,alt01,0,0.04,43.8,2,0.00,0.00
1883052,alt01,1,0.04,43.7,2,0.00,0.00
1883052,alt01,2,0.04,43.7,2,0.00,0.00
1883052,alt01,3,0.04,42.6,2,0.00,0.00
1883052,alt01,4,0.04,43.7,2,0.00,0.00
1883052,alt01,5,0.04,43.6,2,0.00,0.00
1883052,alt01,6,0.04,43.5,2,0.00,0.00
1883052,alt01,7,0.04,43.6,2,0.00,0.00
1883052,alt01,8,0.04,43.7,2,0.00,0.00
1883052,alt01,9,0.04,43.7,2,0.00,0.00
1883052,alt01,10,0.04,43.7,2,0.00,0.00
1883052,alt01,11,0.04,43.7,2,0.00,0.00
1883052,alt01,12,0.04,43.7,2,0.00,0.00
1883052,alt01,13,0.04,43.6,2,0.00,0.00
1883052,alt01,14,0.04,43.6,2,0.00,0.00
1883052,alt01,15,0.04,43.7,2,0.00,0.00
1883052,alt01,16,0.04,43.7,2,0.00,0.00
2071356,fill0,0,0.05,43.6,2,0.00,0.00
2071356,fill0,1,0.05,42.8,2,0.00,0.00
2071356,fill0,2,0.05,43.1,2,0.00,0.00
2071356,fill0,3,0.05,43.1,2,0.00,0.00
2071356,fill0,4,0.05,42.3,2,0.02,0.01
2071356,fill0,5,0.05,43.0,2,0.00,0.00
2071356,fill0,6,0.05,43.6,2,0.00,0.00
2071356,fill0,7,0.05,43.2,2,0.00,0.00
2071356,fill0,8,0.05,43.7,2,0.00,0.00
2071356,fill0,9,0.05,42.4,2,0.00,0.00
2071356,fill0,10,0.05,43.3,2,0.00,0.00
2071356,fill0,11,0.05,43.0,2,0.00,0.00
2071356,fill0,12,0.05,43.0,2,0.00,0.00
2071356,fill0,13,0.05,43.6,2,0.00,0.00
2071356,fill0,14,0.05,42.9,2,0.00,0.00
2071356,fill0,15,0.05,43.6,2,0.00,0.00
2071356,fill0,16,0.05,42.9,2,0.00,0.00
2071356,fill1,0,0.05,40.9,2,0.00,0.00
2071356,fill1,1,0.05,40.6,2,0.00,0.00
2071356,fill1,2,0.05,41.1,2,0.00,0.00
2071356,fill1,3,0.05,39.5,2,0.00,0.00
2071356,fill1,4,0.05,40.6,2,0.00,0.00
2071356,fill1,5,0.05,41.0,2,0.00,0.00
2071356,fill1,6,0.05,40.2,2,0.00,0.00
2071356,fill1,7,0.05,41.0,2,0.00,0.00
2071356,fill1,8,0.05,39.5,2,0.00,0.00
2071356,fill1,9,0.05,40.0,2,0.00,0.00
2071356,fill1,10,0.05,41.0,2,0.00,0.00
2071356,fill1,11,0.05,40.2,2,0.00,0.00
2071356,fill1,12,0.05,39.5,2,0.00,0.00
2071356,fill1,13,0.05,40.5,2,0.00,0.00
2071356,fill1,14,0.05,41.1,2,0.00,0.00
2071356,fill1,15,0.05,40.4,2,0.00,0.00
2071356,fill1,16,0.05,39.7,2,0.00,0.00
2071356,alt01,0,0.05,43.8,2,0.00,0.00
2071356,alt01,1,0.05,43.8,2,0.00,0.00
2071356,alt01,2,0.05,43.5,2,0.00,0.00
2071356,alt01,3,0.05,43.1,2,0.00,0.00
2071356,alt01,4,0.05,43.8,2,0.00,0.00
2071356,alt01,5,0.05,43.7,2,0.00,0.00
2071356,alt01,6,0.05,43.7,2,0.00,0.00
2071356,alt01,7,0.05,43.8,2,0.00,0.00
2071356,alt01,8,0.05,43.6,2,0.00,0.00
2071356,alt01,9,0.05,43.7,2,0.00,0.00
2071356,alt01,10,0.05,43.7,2,0.00,0.00
2071356,alt01,11,0.05,43.8,2,0.00,0.00
2071356,alt01,12,0.05,43.7,2,0.00,0.00
2071356,alt01,13,0.05,43.7,2,0.00,0.00
2071356,alt01,14,0.05,43.8,2,0.00,0.00
2071356,alt01,15,0.05,43.8,2,0.00,0.00
2071356,alt01,16,0.05,43.7,2,0.00,0.00
2278492,fill0,0,0.05,43.5,2,0.00,0.00
2278492,fill0,1,0.05,44.2,2,0.00,0.00
2278492,fill0,2,0.05,43.5,2,0.00,0.00
2278492,fill0,3,0.05,44.9,2,0.00,0.00
2278492,fill0,4,0.05,44.4,2,0.00,0.00
2278492,fill0,5,0.05,44.3,2,0.00,0.00
2278492,fill0,6,0.05,43.3,2,0.00,0.00
2278492,fill0,7,0.05,43.2,2,0.00,0.00
2278492,fill0,8,0.05,43.8,2,0.00,0.00
2278492,fill0,9,0.05,43.9,2,0.00,0.00
2278492,fill0,10,0.05,44.1,2,0.00,0.00
2278492,fill0,11,0.05,44.2,2,0.00,0.00
2278492,fill0,12,0.05,44.5,2,0.00,0.00
2278492,fill0,13,0.05,44.5,2,0.00,0.00
2278492,fill0,14,0.05,44.4,2,0.00,0.00
2278492,fill0,15,0.05,43.5,2,0.00,0.00
2278492,fill0,16,0.05,43.9,2,0.00,0.00
2278492,fill1,0,0.06,40.3,2,0.00,0.00
2278492,fill1,1,0.06,39.5,2,0.00,0.00
2278492,fill1,2,0.06,39.8,2,0.00,0.00
2278492,fill1,3,0.06,40.4,2,0.00,0.00
2278492,fill1,4,0.06,41.1,2,0.00,0.00
2278492,fill1,5,0.06,39.7,2,0.00,0.00
2278492,fill1,6,0.06,40.5,2,0.00,0.00
2278492,fill1,7,0.06,40.6,2,0.00,0.00
2278492,fill1,8,0.06,40.3,2,0.00,0.00
2278492,fill1,9,0.06,41.0,2,0.00,0.00
2278492,fill1,10,0.06,39.8,2,0.00,0.00
2278492,fill1,11,0.06,40.8,2,0.00,0.00
2278492,fill1,12,0.06,40.7,2,0.00,0.00
2278492,fill1,13,0.06,40.4,2,0.00,0.00
2278492,fill1,14,0.06,40.2,2,0.00,0.00
2278492,fill1,15,0.06,39.5,2,0.00,0.00
2278492,fill1,16,0.06,39.9,2,0.00,0.00
2278492,alt01,0,0.05,43.7,2,0.00,0.00
2278492,alt01,1,0.05,43.8,2,0.00,0.00
2278492,alt01,2,0.05,43.7,2,0.00,0.00
2278492,alt01,3,0.05,43.8,2,0.00,0.00
2278492,alt01,4,0.05,43.8,2,0.00,0.00
2278492,alt01,5,0.05,43.8,2,0.00,0.00
2278492,alt01,6,0.05,43.9,2,0.00,0.00
2278492,alt01,7,0.05,43.8,2,0.00,0.00
2278492,alt01,8,0.05,43.6,2,0.00,0.00
2278492,alt01,9,0.05,43.8,2,0.00,0.00
2278492,alt01,10,0.05,43.8,2,0.00,0.00
2278492,alt01,11,0.05,43.8,2,0.00,0.00
2278492,alt01,12,0.05,43.8,2,0.00,0.00
2278492,alt01,13,0.05,43.8,2,0.00,0.00
2278492,alt01,14,0.05,43.7,2,0.00,0.00
2278492,alt01,15,0.05,43.7,2,0.00,0.00
2278492,alt01,16,0.05,43.8,2,0.00,0.00
2506340,fill0,0,0.06,43.9,2,0.00,0.00
2506340,fill0,1,0.06,44.0,2,0.00,0.00
2506340,fill0,2,0.06,44.1,2,0.00,0.00
2506340,fill0,3,0.06,44.6,2,0.00,0.00
2506340,fill0,4,0.06,43.2,2,0.00,0.00
2506340,fill0,5,0.06,43.8,2,0.00,0.00
2506340,fill0,6,0.06,43.1,2,0.00,0.00
2506340,fill0,7,0.06,44.1,2,0.00,0.00
2506340,fill0,8,0.06,44.0,2,0.00,0.00
2506340,fill0,9,0.06,44.3,2,0.00,0.00
2506340,fill0,10,0.06,43.6,2,0.00,0.00
2506340,fill0,11,0.06,43.3,2,0.00,0.01
2506340,fill0,12,0.06,43.2,2,0.05,0.03
2506340,fill0,13,0.06,43.8,2,0.01,0.01
2506340,fill0,14,0.06,44.5,2,0.00,0.00
2506340,fill0,15,0.06,44.2,2,0.00,0.00
2506340,fill0,16,0.06,44.3,2,0.00,0.00
2506340,fill1,0,0.06,40.7,2,0.00,0.00
2506340,fill1,1,0.06,40.5,2,0.00,0.00
2506340,fill1,2,0.06,40.5,2,0.00,0.00
2506340,fill1,3,0.06,39.8,2,0.00,0.00
2506340,fill1,4,0.06,40.1,2,0.00,0.00
2506340,fill1,5,0.06,39.6,2,0.00,0.00
2506340,fill1,6,0.06,39.9,2,0.00,0.00
2506340,fill1,7,0.06,40.7,2,0.00,0.00
2506340,fill1,8,0.06,40.9,2,0.00,0.00
2506340,fill1,9,0.06,40.7,2,0.00,0.00
2506340,fill1,10,0.06,40.2,2,0.00,0.00
2506340,fill1,11,0.06,40.2,2,0.00,0.00
2506340,fill1,12,0.06,39.2,2,0.00,0.00
2506340,fill1,13,0.06,40.6,2,0.00,0.00
2506340,fill1,14,0.06,40.9,2,0.00,0.00
2506340,fill1,15,0.06,39.6,2,0.00,0.00
2506340,fill1,16,0.06,41.2,2,0.00,0.00
2506340,alt01,0,0.06,43.9,2,0.00,0.00
2506340,alt01,1,0.06,43.8,2,0.00,0.00
2506340,alt01,2,0.06,43.8,2,0.00,0.00
2506340,alt01,3,0.06,43.9,2,0.00,0.00
2506340,alt01,4,0.06,43.8,2,0.00,0.00
2506340,alt01,5,0.06,43.6,2,0.00,0.00
2506340,alt01,6,0.06,43.7,2,0.00,0.00
2506340,alt01,7,0.06,43.9,2,0.00,0.00
2506340,alt01,8,0.06,43.8,2,0.00,0.00
2506340,alt01,9,0.06,43.8,2,0.00,0.00
2506340,alt01,10,0.06,43.9,2,0.00,0.00
2506340,alt01,11,0.06,42.5,2,0.00,0.00
2506340,alt01,12,0.06,43.9,2,0.00,0.00
2506340,alt01,13,0.06,43.9,2,0.00,0.00
2506340,alt01,14,0.06,43.8,2,0.00,0.00
2506340,alt01,15,0.06,43.9,2,0.00,0.00
2506340,alt01,16,0.06,43.6,2,0.00,0.00
2756972,fill0,0,0.06,43.8,2,0.00,0.00
2756972,fill0,1,0.06,44.2,2,0.00,0.00
2756972,fill0,2,0.06,44.5,2,0.00,0.00
2756972,fill0,3,0.06,44.3,2,0.00,0.00
2756972,fill0,4,0.06,44.6,2,0.00,0.00
2756972,fill0,5,0.06,44.0,2,0.00,0.00
2756972,fill0,6,0.06,43.2,2,0.00,0.00
2756972,fill0,7,0.06,42.6,2,0.00,0.00
2756972,fill0,8,0.06,44.1,2,0.00,0.00
2756972,fill0,9,0.06,43.4,2,0.00,0.00
2756972,fill0,10,0.06,43.4,2,0.00,0.00
2756972,fill0,11,0.06,44.0,2,0.00,0.00
2756972,fill0,12,0.06,43.1,2,0.00,0.00
2756972,fill0,13,0.06,43.2,2,0.00,0.00
2756972,fill0,14,0.06,43.8,2,0.00,0.00
2756972,fill0,15,0.06,43.1,2,0.00,0.00
2756972,fill0,16,0.07,42.1,2,0.00,0.00
2756972,fill1,0,0.07,39.9,2,0.00,0.01
2756972,fill1,1,0.07,40.6,2,0.00,0.01
2756972,fill1,2,0.07,39.2,2,0.00,0.01
2756972,fill1,3,0.07,40.8,2,0.00,0.00
2756972,fill1,4,0.07,40.4,2,0.00,0.01
2756972,fill1,5,0.07,39.5,2,0.00,0.01
2756972,fill1,6,0.07,40.0,2,0.00,0.01
2756972,fill1,7,0.07,40.1,2,0.00,0.00
2756972,fill1,8,0.07,40.2,2,0.00,0.01
2756972,fill1,9,0.07,38.4,2,0.00,0.00
2756972,fill1,10,0.07,40.5,2,0.00,0.00
2756972,fill1,11,0.07,40.4,2,0.00,0.00
2756972,fill1,12,0.07,40.1,2,0.00,0.00
2756972,fill1,13,0.07,40.2,2,0.00,0.00
2756972,fill1,14,0.07,40.4,2,0.00,0.00
2756972,fill1,15,0.07,40.2,2,0.00,0.00
2756972,fill1,16,0.07,40.4,2,0.00,0.00
2756972,alt01,0,0.06,43.4,2,0.00,0.00
2756972,alt01,1,0.06,43.3,2,0.00,0.00
2756972,alt01,2,0.06,43.3,2,0.00,0.00
2756972,alt01,3,0.06,43.2,2,0.00,0.00
2756972,alt01,4,0.06,43.6,2,0.00,0.00
2756972,alt01,5,0.06,43.7,2,0.00,0.00
2756972,alt01,6,0.06,43.6,2,0.00,0.00
2756972,alt01,7,0.06,43.4,2,0.00,0.00
2756972,alt01,8,0.06,43.3,2,0.00,0.00
2756972,alt01,9,0.06,43.3,2,0.00,0.00
2756972,alt01,10,0.06,43.5,2,0.00,0.00
2756972,alt01,11,0.06,43.6,2,0.00,0.00
2756972,alt01,12,0.06,43.4,2,0.00,0.00
2756972,alt01,13,0.06,43.1,2,0.00,0.00
2756972,alt01,14,0.06,43.6,2,0.00,0.00
2756972,alt01,15,0.06,43.5,2,0.00,0.00
2756972,alt01,16,0.06,43.5,2,0.00,0.00
3032672,fill0,0,0.07,41.6,2,0.00,0.00
3032672,fill0,1,0.07,42.6,2,0.00,0.00
3032672,fill0,2,0.07,42.9,2,0.00,0.00
3032672,fill0,3,0.07,43.0,2,0.00,0.00
3032672,fill0,4,0.07,42.3,2,0.00,0.00
3032672,fill0,5,0.07,42.4,2,0.00,0.00
3032672,fill0,6,0.07,41.4,2,0.00,0.00
3032672,fill0,7,0.07,42.4,2,0.00,0.00
3032672,fill0,8,0.07,42.8,2,0.00,0.00
3032672,fill0,9,0.07,43.1,2,0.00,0.00
3032672,fill0,10,0.07,43.1,2,0.00,0.00
3032672,fill0,11,0.07,43.1,2,0.00,0.00
3032672,fill0,12,0.07,42.9,2,0.00,0.00
3032672,fill0,13,0.07,43.0,2,0.00,0.00
3032672,fill0,14,0.07,42.7,2,0.00,0.00
3032672,fill0,15,0.07,42.4,2,0.00,0.00
3032672,fill0,16,0.07,42.8,2,0.00,0.00
3032672,fill1,0,0.08,39.9,2,0.00,0.00
3032672,fill1,1,0.07,40.5,2,0.00,0.01
3032672,fill1,2,0.08,40.2,2,0.00,0.00
3032672,fill1,3,0.07,40.5,2,0.00,0.00
3032672,fill1,4,0.07,41.0,2,0.00,0.00
3032672,fill1,5,0.08,40.3,2,0.00,0.00
3032672,fill1,6,0.08,40.2,2,0.00,0.00
3032672,fill1,7,0.07,40.5,2,0.00,0.00
3032672,fill1,8,0.08,40.4,2,0.00,0.00
3032672,fill1,9,0.07,40.7,2,0.00,0.00
3032672,fill1,10,0.08,39.5,2,0.00,0.00
3032672,fill1,11,0.07,40.9,2,0.00,0.00
3032672,fill1,12,0.07,40.5,2,0.00,0.00
3032672,fill1,13,0.08,40.3,2,0.00,0.00
3032672,fill1,14,0.08,40.3,2,0.00,0.00
3032672,fill1,15,0.08,40.0,2,0.00,0.00
3032672,fill1,16,0.07,40.7,2,0.00,0.00
3032672,alt01,0,0.07,43.4,2,0.00,0.00
3032672,alt01,1,0.07,43.5,2,0.00,0.00
3032672,alt01,2,0.07,43.3,2,0.00,0.00
3032672,alt01,3,0.07,43.7,2,0.00,0.00
3032672,alt01,4,0.07,43.6,2,0.00,0.00
3032672,alt01,5,0.07,43.5,2,0.00,0.00
3032672,alt01,6,0.07,43.6,2,0.00,0.00
3032672,alt01,7,0.07,43.5,2,0.00,0.00
3032672,alt01,8,0.07,43.5,2,0.00,0.00
3032672,alt01,9,0.07,43.5,2,0.00,0.00
3032672,alt01,10,0.07,43.6,2,0.00,0.00
3032672,alt01,11,0.07,43.5,2,0.00,0.00
3032672,alt01,12,0.07,43.4,2,0.00,0.00
3032672,alt01,13,0.07,43.5,2,0.00,0.00
3032672,alt01,14,0.07,43.5,2,0.00,0.00
3032672,alt01,15,0.07,43.3,2,0.00,0.01
3032672,alt01,16,0.07,43.4,2,0.00,0.00
3335936,fill0,0,0.08,43.6,2,0.00,0.00
3335936,fill0,1,0.08,44.1,2,0.00,0.00
3335936,fill0,2,0.08,43.6,2,0.00,0.00
3335936,fill0,3,0.08,43.1,2,0.00,0.00
3335936,fill0,4,0.08,43.9,2,0.00,0.00
3335936,fill0,5,0.08,44.0,2,0.00,0.00
3335936,fill0,6,0.08,44.0,2,0.00,0.00
3335936,fill0,7,0.08,44.2,2,0.00,0.00
3335936,fill0,8,0.08,43.8,2,0.00,0.00
3335936,fill0,9,0.08,44.0,2,0.00,0.00
3335936,fill0,10,0.08,43.9,2,0.00,0.00
3335936,fill0,11,0.08,44.2,2,0.00,0.00
3335936,fill0,12,0.09,37.7,2,0.00,0.00
3335936,fill0,13,0.08,43.6,2,0.00,0.01
3335936,fill0,14,0.08,42.6,2,0.00,0.00
3335936,fill0,15,0.08,44.2,2,0.00,0.00
3335936,fill0,16,0.08,44.1,2,0.00,0.00
3335936,fill1,0,0.08,40.7,2,0.00,0.01
3335936,fill1,1,0.08,40.3,2,0.00,0.01
3335936,fill1,2,0.08,40.0,2,0.00,0.01
3335936,fill1,3,0.08,39.4,2,0.00,0.01
3335936,fill1,4,0.08,40.0,2,0.00,0.01
3335936,fill1,5,0.08,39.7,2,0.00,0.01
3335936,fill1,6,0.08,40.2,2,0.00,0.01
3335936,fill1,7,0.08,40.0,2,0.00,0.01
3335936,fill1,8,0.08,40.3,2,0.00,0.01
3335936,fill1,9,0.08,39.9,2,0.00,0.01
3335936,fill1,10,0.09,39.0,2,0.00,0.01
3335936,fill1,11,0.08,40.3,2,0.00,0.01
3335936,fill1,12,0.08,39.4,2,0.00,0.01
3335936,fill1,13,0.08,39.7,2,0.00,0.01
3335936,fill1,14,0.08,39.9,2,0.00,0.01
3335936,fill1,15,0.08,40.0,2,0.00,0.01
3335936,fill1,16,0.08,40.1,2,0.00,0.01
3335936,alt01,0,0.08,43.1,2,0.00,0.00
3335936,alt01,1,0.08,43.4,2,0.00,0.00
3335936,alt01,2,0.08,43.2,2,0.00,0.00
3335936,alt01,3,0.08,43.2,2,0.00,0.00
3335936,alt01,4,0.08,43.3,2,0.00,0.00
3335936,alt01,5,0.08,43.2,2,0.00,0.01
3335936,alt01,6,0.08,43.1,2,0.00,0.00
3335936,alt01,7,0.08,43.1,2,0.00,0.01
3335936,alt01,8,0.08,42.9,2,0.00,0.00
3335936,alt01,9,0.08,43.3,2,0.00,0.00
3335936,alt01,10,0.08,43.3,2,0.00,0.00
3335936,alt01,11,0.08,43.5,2,0.00,0.01
3335936,alt01,12,0.08,43.4,2,0.00,0.00
3335936,alt01,13,0.08,43.3,2,0.00,0.01
3335936,alt01,14,0.08,43.3,2,0.00,0.00
3335936,alt01,15,0.08,42.9,2,0.00,0.00
3335936,alt01,16,0.08,43.3,2,0.00,0.00
3669532,fill0,0,0.09,42.1,2,0.00,0.01
3669532,fill0,1,0.09,42.5,2,0.00,0.01
3669532,fill0,2,0.09,42.0,2,0.00,0.01
3669532,fill0,3,0.09,41.9,2,0.00,0.01
3669532,fill0,4,0.09,41.9,2,0.00,0.01
3669532,fill0,5,0.09,42.6,2,0.00,0.01
3669532,fill0,6,0.09,41.6,2,0.00,0.01
3669532,fill0,7,0.09,41.6,2,0.00,0.01
3669532,fill0,8,0.09,42.7,2,0.00,0.01
3669532,fill0,9,0.09,42.7,2,0.00,0.01
3669532,fill0,10,0.09,40.0,2,0.00,0.01
3669532,fill0,11,0.09,42.7,2,0.00,0.01
3669532,fill0,12,0.09,41.9,2,0.00,0.01
3669532,fill0,13,0.09,41.5,2,0.00,0.01
3669532,fill0,14,0.09,38.8,2,0.00,0.02
3669532,fill0,15,0.09,41.3,2,0.00,0.01
3669532,fill0,16,0.09,41.9,2,0.00,0.01
3669532,fill1,0,0.09,39.4,2,0.00,0.02
3669532,fill1,1,0.09,39.8,2,0.00,0.01
3669532,fill1,2,0.09,39.5,2,0.00,0.02
3669532,fill1,3,0.09,40.0,2,0.00,0.02
3669532,fill1,4,0.09,39.9,2,0.00,0.02
3669532,fill1,5,0.09,40.0,2,0.00,0.02
3669532,fill1,6,0.09,40.0,2,0.00,0.02
3669532,fill1,7,0.09,40.0,2,0.00,0.02
3669532,fill1,8,0.09,39.1,2,0.00,0.02
3669532,fill1,9,0.09,39.9,2,0.00,0.02
3669532,fill1,10,0.09,40.0,2,0.00,0.02
3669532,fill1,11,0.09,39.3,2,0.00,0.02
3669532,fill1,12,0.09,40.0,2,0.00,0.02
3669532,fill1,13,0.09,39.7,2,0.00,0.02
3669532,fill1,14,0.09,39.9,2,0.00,0.02
3669532,fill1,15,0.09,40.0,2,0.00,0.02
3669532,fill1,16,0.09,39.7,2,0.00,0.02
3669532,alt01,0,0.09,42.4,2,0.00,0.01
3669532,alt01,1,0.09,41.5,2,0.00,0.01
3669532,alt01,2,0.09,42.3,2,0.00,0.01
